LinkID,LinkName,AirportCode,NodeNameFrom,NodeNameTo,Length,LinkTypeID,RunwayAssociation
324,SpotNE.10_Taxiway Intersection (31),PHX,SpotNE.10,Taxiway Intersection (31),136.562,10,null
325,SpotS.6_S.Cargo.X1,PHX,SpotS.6,S.Cargo.X1,254.091,10,null
326,SpotS.4_Taxiway Intersection (20),PHX,SpotS.4,Taxiway Intersection (20),152.541,10,null
327,SpotS.3_S.Cargo.D,PHX,SpotS.3,S.Cargo.D,122.2818468969,10,null
328,SpotS.2_S.Cargo.A,PHX,SpotS.2,S.Cargo.A,124.9520658895,10,null
329,SpotS.1_Taxiway Intersection (49),PHX,SpotS.1,Taxiway Intersection (49),164.539,10,null
330,SpotSW.4_Terminal2S.A,PHX,SpotSW.4,Terminal2S.A,100.0170677127,10,null
331,D.n7_SpotSW.3,PHX,D.n7,SpotSW.3,146.1,10,null
332,SpotSW.2_Terminal3S.D,PHX,SpotSW.2,Terminal3S.D,71.1026514345,10,null
333,SpotSW.1_D.n9,PHX,SpotSW.1,D.n9,88.5657530175,10,null
334,D.n10_SpotNE.16,PHX,D.n10,SpotNE.16,103.334,10,null
335,D.n11_SpotNE.15,PHX,D.n11,SpotNE.15,121.583,10,null
336,D.n11_SpotNE.14,PHX,D.n11,SpotNE.14,122.488,10,null
337,D.n12_SpotNE.13,PHX,D.n12,SpotNE.13,115.493,10,null
338,D.n12_SpotNE.12,PHX,D.n12,SpotNE.12,128.912,10,null
339,SpotNE.11_D.n13,PHX,SpotNE.11,D.n13,114.092,10,null
340,SpotE.1_Terminal5.X2,PHX,SpotE.1,Terminal5.X2,156.3528489382,10,null
341,SpotE.2_SE.Cargo.X1,PHX,SpotE.2,SE.Cargo.X1,247.7230670687,10,null
342,SpotCE.2_Taxiway Intersection (47),PHX,SpotCE.2,Taxiway Intersection (47),160.253,10,null
343,SpotCE.3_C.n7,PHX,SpotCE.3,C.n7,326.325,10,null
344,SpotCE.4_C.n7,PHX,SpotCE.4,C.n7,159.078,10,null
345,SpotCE.5_Taxiway Intersection (44),PHX,SpotCE.5,Taxiway Intersection (44),165.054,10,null
346,SpotCE.7_Taxiway Intersection (45),PHX,SpotCE.7,Taxiway Intersection (45),213.695,10,null
347,SpotCE.6_C.nT,PHX,SpotCE.6,C.nT,205.7822615302,10,null
348,SpotW.1_D.n1,PHX,SpotW.1,D.n1,194.552,10,null
349,SpotW.2_E.n3,PHX,SpotW.2,E.n3,195.77,10,null
350,Taxiway Intersection (50)_E.n9,PHX,Taxiway Intersection (50),E.n9,588.5401255208,10,null
351,Taxiway Intersection (44)_Taxiway Intersection (45),PHX,Taxiway Intersection (44),Taxiway Intersection (45),377.539,10,null
352,Taxiway Intersection (45)_C.nT,PHX,Taxiway Intersection (45),C.nT,204.7233262678,10,null
10004,4_G.D6.01,PHX,4,G.D6.01,198.0844760651,10,null
10005,6A_G.D6.02,PHX,6A,G.D6.02,228.4229177164,10,null
10006,6B_G.D6.03,PHX,6B,G.D6.03,258.4285394262,10,null
10007,8_G.D6.04,PHX,8,G.D6.04,286.2437151738,10,null
10008,10_Terminal2S.A,PHX,10,Terminal2S.A,228.4358882802,10,null
10009,G.D6.01_G.D6.02,PHX,G.D6.01,G.D6.02,135.9655301481,10,null
10010,G.D6.02_G.D6.03,PHX,G.D6.02,G.D6.03,159.2436944109,10,null
10011,G.D6.03_G.D6.04,PHX,G.D6.03,G.D6.04,134.346567751,10,null
10012,G.D6.04_Terminal2S.A,PHX,G.D6.04,Terminal2S.A,155.7323563525,10,null
10013,11_SpotSW.3,PHX,11,SpotSW.3,270.4652128711,10,null
10014,7_Terminal2S.D,PHX,7,Terminal2S.D,269.6080375886,10,null
10015,5_G.D7.01,PHX,5,G.D7.01,319.0762581576,10,null
10016,3_G.D7.01,PHX,3,G.D7.01,311.0858549053,10,null
10017,G.D7.01_Terminal2S.D,PHX,G.D7.01,Terminal2S.D,111.027471144,10,null
10018,S5_G.D8.02,PHX,S5,G.D8.02,225.7517817233,10,null
10019,S7_G.D8.01,PHX,S7,G.D8.01,219.7203452837,10,null
10020,S9_Terminal3S.D,PHX,S9,Terminal3S.D,215.9765003339,10,null
10021,G.D8.02_G.D8.01,PHX,G.D8.02,G.D8.01,132.7896937677,10,null
10022,G.D8.01_Terminal3S.D,PHX,G.D8.01,Terminal3S.D,105.3931621007,10,null
10023,S6_SpotSW.1,PHX,S6,SpotSW.1,267.4465157641,10,null
10024,S4_Terminal3S.A,PHX,S4,Terminal3S.A,213.0749543598,10,null
10025,S2_G.D9.01,PHX,S2,G.D9.01,134.9404366729,10,null
10026,G.D9.01_Terminal3S.A,PHX,G.D9.01,Terminal3S.A,212.2632995444,10,null
10027,D7_Terminal4S.Z5,PHX,D7,Terminal4S.Z5,127.9912201468,10,null
10028,D8_Terminal4S.Z2,PHX,D8,Terminal4S.Z2,130.1256997529,10,null
10029,D6_SpotNE.15,PHX,D6,SpotNE.15,262.2562218596,10,null
10030,D4_Terminal4S.Z4,PHX,D4,Terminal4S.Z4,172.3561428781,10,null
10031,D5_SpotNE.16,PHX,D5,SpotNE.16,239.3413153116,10,null
10032,D3_Terminal4S.Z3,PHX,D3,Terminal4S.Z3,150.9049643088,10,null
10033,D1_G.D10.01,PHX,D1,G.D10.01,143.1553979909,10,null
10034,G.D10.01_Terminal4S.Z3,PHX,G.D10.01,Terminal4S.Z3,134.2632273824,10,null
10035,D2_G.D11.01,PHX,D2,G.D11.01,150.7485389437,10,null
10036,G.D11.01_Terminal4S.Z4,PHX,G.D11.01,Terminal4S.Z4,168.4960281407,10,null
10037,C1_G.D11.03,PHX,C1,G.D11.03,149.7310887124,10,null
10038,C3_G.D11.02,PHX,C3,G.D11.02,155.2611778955,10,null
10039,C7_Terminal4S.Z1,PHX,C7,Terminal4S.Z1,155.4003511688,10,null
10040,G.D11.03_G.D11.02,PHX,G.D11.03,G.D11.02,124.1503128622,10,null
10041,G.D11.02_Terminal4S.Z1,PHX,G.D11.02,Terminal4S.Z1,123.3314855091,10,null
10042,C9_Terminal4S.Y2,PHX,C9,Terminal4S.Y2,133.6389813828,10,null
10043,C8_Terminal4S.Y1,PHX,C8,Terminal4S.Y1,121.112630986,10,null
10044,C6_Terminal4S.A,PHX,C6,Terminal4S.A,186.3264020669,10,null
10045,C2_G.D12.01,PHX,C2,G.D12.01,150.2970269294,10,null
10046,C4_G.D12.02,PHX,C4,G.D12.02,150.3619939363,10,null
10047,C11_G.D12.03,PHX,C11,G.D12.03,148.6065306939,10,null
10048,C13_G.D12.04,PHX,C13,G.D12.04,154.9869406777,10,null
10049,C17_Terminal4S.D,PHX,C17,Terminal4S.D,166.6778742414,10,null
10050,G.D12.01_G.D12.02,PHX,G.D12.01,G.D12.02,131.183401577,10,null
10051,G.D12.02_Terminal4S.A,PHX,G.D12.02,Terminal4S.A,187.2051909729,10,null
10052,G.D12.03_G.D12.04,PHX,G.D12.03,G.D12.04,129.2422919923,10,null
10053,G.D12.04_Terminal4S.D,PHX,G.D12.04,Terminal4S.D,191.5613904446,10,null
10054,C19_Terminal4S.X3,PHX,C19,Terminal4S.X3,125.9045253501,10,null
10055,C18_Terminal4S.X2,PHX,C18,Terminal4S.X2,124.1214356936,10,null
10056,C12_G.D13.01,PHX,C12,G.D13.01,193.0789629729,10,null
10057,C14_G.D13.02,PHX,C14,G.D13.02,185.5550579863,10,null
10058,C16_Terminal4S.X1,PHX,C16,Terminal4S.X1,190.3165578177,10,null
10059,G.D13.01_G.D13.02,PHX,G.D13.01,G.D13.02,134.4733855617,10,null
10060,G.D13.02_Terminal4S.X1,PHX,G.D13.02,Terminal4S.X1,159.3096050655,10,null
10001,D.n4_T.D.01,PHX,D.n4,T.D.01,142.0447049403,10,null
10002,T.D.01_T.D.02,PHX,T.D.01,T.D.02,214.5100860531,10,null
10003,T.D.02_T.D.03,PHX,T.D.02,T.D.03,163.2529658963,10,null
10061,T.D.03_T.D.04,PHX,T.D.03,T.D.04,151.1161842738,10,null
10062,T.D.04_D.n5,PHX,T.D.04,D.n5,220.8541284835,10,null
10063,D.n5_T.D.05,PHX,D.n5,T.D.05,234.1974167931,10,null
10064,T.D.05_T.D.06,PHX,T.D.05,T.D.06,169.4450700052,10,null
10065,T.D.06_D.n6,PHX,T.D.06,D.n6,347.0357604815,10,null
10066,S.D4.01_T.D.01,PHX,S.D4.01,T.D.01,110.1120972178,10,null
10067,S.D4.01_O.D4.01,PHX,S.D4.01,O.D4.01,339.7622213527,10,null
10068,S.D4.02_T.D.02,PHX,S.D4.02,T.D.02,112.1648523757,10,null
10069,S.D4.02_O.D4.02,PHX,S.D4.02,O.D4.02,339.0558894009,10,null
10070,S.D4.03_T.D.03,PHX,S.D4.03,T.D.03,107.6567206646,10,null
10071,S.D4.03_O.D4.03,PHX,S.D4.03,O.D4.03,346.081185885,10,null
10072,S.D4.04_T.D.04,PHX,S.D4.04,T.D.04,108.7997539007,10,null
10073,S.D4.04_O.D4.04,PHX,S.D4.04,O.D4.04,343.9218980213,10,null
10074,S.D4.05_D.n5,PHX,S.D4.05,D.n5,132.0712740778,10,null
10075,S.D4.05_O.D4.05,PHX,S.D4.05,O.D4.05,345.5203450676,10,null
10076,S.D4.06_D.n5,PHX,S.D4.06,D.n5,138.1528866481,10,null
10077,S.D4.06_O.D4.06,PHX,S.D4.06,O.D4.06,340.2666604161,10,null
10078,S.D4.07_T.D.05,PHX,S.D4.07,T.D.05,110.8428231033,10,null
10079,S.D4.08_T.D.06,PHX,S.D4.08,T.D.06,108.7018756249,10,null
10080,S.D4.08_O.D4.08,PHX,S.D4.08,O.D4.08,337.4114267888,10,null
10081,S.D4.07_O.D4.07,PHX,S.D4.07,O.D4.07,342.264478659,10,null
10082,O.D4.08_O.D4.07,PHX,O.D4.08,O.D4.07,165.7198279582,10,null
10083,O.D4.07_O.D4.06,PHX,O.D4.07,O.D4.06,152.0303253714,10,null
10084,O.D4.06_O.D4.05,PHX,O.D4.06,O.D4.05,145.9958955426,10,null
10085,O.D4.05_O.D4.04,PHX,O.D4.05,O.D4.04,154.2165769849,10,null
10086,O.D4.04_O.D4.03,PHX,O.D4.04,O.D4.03,151.9205721569,10,null
10087,O.D4.03_O.D4.02,PHX,O.D4.03,O.D4.02,147.3627326858,10,null
10088,O.D4.02_O.D4.01,PHX,O.D4.02,O.D4.01,199.9476233388,10,null
10089,D.n1_D.n1D.n2,PHX,D.n1,D.n1D.n2,467.0298042022,10,null
10090,D.n1D.n2_D.n2,PHX,D.n1D.n2,D.n2,188.6370227586,10,null
10091,D.n1D.n2_S.D2.01,PHX,D.n1D.n2,S.D2.01,138.7889841603,10,null
10092,W.Cargo.A_W.Cargo.AW.Cargo.D,PHX,W.Cargo.A,W.Cargo.AW.Cargo.D,193.9446956297,10,null
10093,W.Cargo.AW.Cargo.D_W.Cargo.D,PHX,W.Cargo.AW.Cargo.D,W.Cargo.D,206.4615802594,10,null
10094,S.D2.01_O.D1.07,PHX,S.D2.01,O.D1.07,300.9003066148,10,null
10095,S.D2.01_G.D2.03,PHX,S.D2.01,G.D2.03,179.3674692013,10,null
10096,G.D2.03_G.D2.02,PHX,G.D2.03,G.D2.02,165.0436925667,10,null
10097,G.D2.02_G.D2.01,PHX,G.D2.02,G.D2.01,165.0521142601,10,null
10098,G.D2.01_W.Cargo.AW.Cargo.D,PHX,G.D2.01,W.Cargo.AW.Cargo.D,301.7553849854,10,null
10099,O.D1.04_G.D2.01,PHX,O.D1.04,G.D2.01,234.6271603771,10,null
10100,O.D1.05_G.D2.02,PHX,O.D1.05,G.D2.02,231.5935238165,10,null
10101,O.D1.06_G.D2.03,PHX,O.D1.06,G.D2.03,231.6859018448,10,null
10102,O.D1.01_W.Cargo.A,PHX,O.D1.01,W.Cargo.A,276.8334819945,10,null
10103,O.D1.02_W.Cargo.AW.Cargo.D,PHX,O.D1.02,W.Cargo.AW.Cargo.D,257.3477291841,10,null
10104,O.D1.03_W.Cargo.D,PHX,O.D1.03,W.Cargo.D,257.6003238483,10,null
10105,S.Cargo.D_G.H4.01,PHX,S.Cargo.D,G.H4.01,159.9820803578,10,null
10106,G.H4.01_G.H4.02,PHX,G.H4.01,G.H4.02,174.5956482632,10,null
10107,G.H4.02_G.H4.03,PHX,G.H4.02,G.H4.03,168.0225448329,10,null
10108,G.H4.03_G.H4.04,PHX,G.H4.03,G.H4.04,169.6478686011,10,null
10109,G.H4.04_G.H4.05,PHX,G.H4.04,G.H4.05,167.6773535631,10,null
10110,G.H4.05_G.H4.06,PHX,G.H4.05,G.H4.06,391.1133587177,10,null
10111,G.H4.06_G.H4.07,PHX,G.H4.06,G.H4.07,178.9834648984,10,null
10112,S.Cargo.A_G.H4.10,PHX,S.Cargo.A,G.H4.10,173.7669787525,10,null
10113,G.H4.10_G.H4.09,PHX,G.H4.10,G.H4.09,165.8164772894,10,null
10114,G.H4.09_G.H4.08,PHX,G.H4.09,G.H4.08,175.1933876423,10,null
10115,G.H4.08_G.H4.07,PHX,G.H4.08,G.H4.07,156.5074124198,10,null
10116,G.H4.01_G.H4.10,PHX,G.H4.01,G.H4.10,384.3071267885,10,null
10117,S.Cargo.D_S.Cargo.A,PHX,S.Cargo.D,S.Cargo.A,380.8010597978,10,null
10118,G.H4.02_G.H4.09,PHX,G.H4.02,G.H4.09,384.1462382806,10,null
10119,G.H4.03_G.H4.08,PHX,G.H4.03,G.H4.08,389.2342490502,10,null
10120,G.H4.04_G.H4.07,PHX,G.H4.04,G.H4.07,386.7704950262,10,null
10121,O.H4.01_G.H4.10,PHX,O.H4.01,G.H4.10,255.719665238,10,null
10122,O.H4.02_G.H4.09,PHX,O.H4.02,G.H4.09,248.406375634,10,null
10123,O.H4.03_G.H4.08,PHX,O.H4.03,G.H4.08,247.7936379324,10,null
10124,O.H4.04_G.H4.07,PHX,O.H4.04,G.H4.07,243.5652447429,10,null
10125,Terminal5S.X1_S.Cargo.A,PHX,Terminal5S.X1,S.Cargo.A,644.0772279474,10,null
10126,Terminal5S.X1_G.H.01,PHX,Terminal5S.X1,G.H.01,150.1394809184,10,null
10127,G.H.01_G.H.02,PHX,G.H.01,G.H.02,155.3318398105,10,null
10128,G.H.02_G.H.03,PHX,G.H.02,G.H.03,165.8001523622,10,null
10129,G.H.03_G.H.04,PHX,G.H.03,G.H.04,160.5640568852,10,null
10130,G.H.04_G.H.05,PHX,G.H.04,G.H.05,143.8527910822,10,null
10131,G.H.05_G.H.06,PHX,G.H.05,G.H.06,168.9595251728,10,null
10132,G.H.06_G.H.07,PHX,G.H.06,G.H.07,155.5551556319,10,null
10133,G.H.07_G.H.08,PHX,G.H.07,G.H.08,148.8657396237,10,null
10134,G.H.08_G.H.09,PHX,G.H.08,G.H.09,143.8787250265,10,null
10135,S.H.01_G.H.02,PHX,S.H.01,G.H.02,243.7402910857,10,null
10136,S.H.02_G.H.03,PHX,S.H.02,G.H.03,243.3778989114,10,null
10137,S.H.03_G.H.04,PHX,S.H.03,G.H.04,243.8936160371,10,null
10138,S.H.04_G.H.05,PHX,S.H.04,G.H.05,242.7583455729,10,null
10139,S.H.05_G.H.06,PHX,S.H.05,G.H.06,247.232945569,10,null
10140,S.H.06_G.H.07,PHX,S.H.06,G.H.07,245.9026852918,10,null
10141,S.H.07_G.H.08,PHX,S.H.07,G.H.08,244.0258601255,10,null
10142,S.H.08_G.H.09,PHX,S.H.08,G.H.09,249.0814951029,10,null
10143,S.H.08_T.H.08,PHX,S.H.08,T.H.08,111.609409909,10,null
10144,S.H.07_T.H.07,PHX,S.H.07,T.H.07,111.9964512873,10,null
10145,S.H.06_T.H.06,PHX,S.H.06,T.H.06,114.3250981469,10,null
10146,S.H.05_T.H.05,PHX,S.H.05,T.H.05,111.869330164,10,null
10147,S.H.04_T.H.04,PHX,S.H.04,T.H.04,111.1009151974,10,null
10148,S.H.03_T.H.03,PHX,S.H.03,T.H.03,110.9622199866,10,null
10149,S.H.02_T.H.02,PHX,S.H.02,T.H.02,110.6459663372,10,null
10150,S.H.01_T.H.01,PHX,S.H.01,T.H.01,111.8526531861,10,null
10151,Taxiway Intersection (49)_T.H.01,PHX,Taxiway Intersection (49),T.H.01,262.4515552419,10,null
10152,T.H.01_T.H.02,PHX,T.H.01,T.H.02,162.5724208877,10,null
10153,T.H.02_T.H.03,PHX,T.H.02,T.H.03,154.696375786,10,null
10154,T.H.03_T.H.04,PHX,T.H.03,T.H.04,157.2630660745,10,null
10155,T.H.04_T.H.05,PHX,T.H.04,T.H.05,156.3830253671,10,null
10156,T.H.05_T.H.06,PHX,T.H.05,T.H.06,130.3467386947,10,null
10157,T.H.06_H.n5,PHX,T.H.06,H.n5,102.352014346,10,null
10158,H.n5_T.H.07,PHX,H.n5,T.H.07,77.0304511712,10,null
10159,T.H.07_T.H.08,PHX,T.H.07,T.H.08,152.9786997465,10,null
10160,T.H.08_H.n6,PHX,T.H.08,H.n6,906.3344744992,10,null
10161,O.R.04_G.R.04,PHX,O.R.04,G.R.04,139.444215895,10,null
10162,O.R.03_G.R.03,PHX,O.R.03,G.R.03,140.0880278439,10,null
10163,O.R.02_G.R.02,PHX,O.R.02,G.R.02,137.3813155872,10,null
10164,O.R.01_G.R.01,PHX,O.R.01,G.R.01,138.0530329383,10,null
10165,G.R.04_G.R.03,PHX,G.R.04,G.R.03,86.5893395558,10,null
10166,G.R.03_G.R.02,PHX,G.R.03,G.R.02,141.4367007889,10,null
10167,G.R.02_G.R.01,PHX,G.R.02,G.R.01,92.5089446631,10,null
10168,G.R.01_SE.Cargo.X1,PHX,G.R.01,SE.Cargo.X1,132.643067107,10,null
10169,O.D7.02_Terminal2S.D,PHX,O.D7.02,Terminal2S.D,197.2932851446,10,null
10170,O.D7.01_G.D7.01,PHX,O.D7.01,G.D7.01,197.9806693313,10,null
10171,O.D7.03_SpotSW.3,PHX,O.D7.03,SpotSW.3,175.6038041515,10,null
10172,O.D8.01_G.D8.02,PHX,O.D8.01,G.D8.02,216.1078863015,10,null
10173,O.D8.02_G.D8.01,PHX,O.D8.02,G.D8.01,220.6688844218,10,null
10174,O.D8.03_Terminal3S.D,PHX,O.D8.03,Terminal3S.D,217.2364449364,10,null
10175,O.R.17_G.R.14,PHX,O.R.17,G.R.14,188.4389372373,10,null
10176,O.R.16_G.R.14,PHX,O.R.16,G.R.14,201.41036948,10,null
10177,G.R.14_G.R.13,PHX,G.R.14,G.R.13,185.8515020553,10,null
10178,G.R.13_G.R.12,PHX,G.R.13,G.R.12,130.6074587849,10,null
10179,G.R.12_G.R.11,PHX,G.R.12,G.R.11,105.5499198373,10,null
10180,S.R.01_G.R.11,PHX,S.R.01,G.R.11,156.0041108786,10,null
10181,S.R.01_O.R.11,PHX,S.R.01,O.R.11,143.349203452,10,null
10182,S.R.01_T.R.01,PHX,S.R.01,T.R.01,123.8382012425,10,null
10185,O.R.12_G.R.11,PHX,O.R.12,G.R.11,134.9518211923,10,null
10186,O.R.13_G.R.12,PHX,O.R.13,G.R.12,146.1734237887,10,null
10187,O.R.14_G.R.13,PHX,O.R.14,G.R.13,140.5234063089,10,null
10188,Terminal5.X2_G.R.15,PHX,Terminal5.X2,G.R.15,82.7637324541,10,null
10189,G.R.15_G.R.14,PHX,G.R.15,G.R.14,101.2048305391,10,null
10190,O.R.15_G.R.15,PHX,O.R.15,G.R.15,174.9786206556,10,null
10191,N24_Taxiway Intersection (46),PHX,N24,Taxiway Intersection (46),263.8005577942,10,null
10192,N20_Terminal3N.D,PHX,N20,Terminal3N.D,243.5943778148,10,null
10193,N18_G.C7.01,PHX,N18,G.C7.01,241.4128234741,10,null
10194,N16_G.C7.02,PHX,N16,G.C7.02,161.4287826639,10,null
10195,G.C7.02_G.C7.01,PHX,G.C7.02,G.C7.01,178.366231048,10,null
10196,G.C7.01_Terminal3N.D,PHX,G.C7.01,Terminal3N.D,176.7374697256,10,null
10197,N23_Terminal3N.A,PHX,N23,Terminal3N.A,251.5471508823,10,null
10198,N15_G.C8.01,PHX,N15,G.C8.01,231.8790660474,10,null
10199,N17_G.C8.02,PHX,N17,G.C8.02,255.8392198905,10,null
10200,N19_G.C8.03,PHX,N19,G.C8.03,246.6941106722,10,null
10201,O.C8.02_G.C8.03,PHX,O.C8.02,G.C8.03,176.756095607,10,null
10202,O.C8.03_G.C8.02,PHX,O.C8.03,G.C8.02,179.2454772843,10,null
10203,G.C8.01_G.C8.02,PHX,G.C8.01,G.C8.02,143.0378123362,10,null
10204,G.C8.02_G.C8.03,PHX,G.C8.02,G.C8.03,161.1471094657,10,null
10205,G.C8.03_Terminal3N.A,PHX,G.C8.03,Terminal3N.A,171.7998490732,10,null
10206,O.C8.01_Terminal3N.A,PHX,O.C8.01,Terminal3N.A,176.8107202065,10,null
10207,A30_Terminal4N.X3,PHX,A30,Terminal4N.X3,160.8885895054,10,null
10208,A29_Terminal4N.X4,PHX,A29,Terminal4N.X4,153.1469395646,10,null
10209,A28_SpotNE.9,PHX,A28,SpotNE.9,221.3233365363,10,null
10210,A26_Terminal4N.X2,PHX,A26,Terminal4N.X2,179.598984824,10,null
10211,A18_G.S.01,PHX,A18,G.S.01,186.7744410575,10,null
10212,A20_G.S.02,PHX,A20,G.S.02,168.0395245692,10,null
10213,SpotNE.10_G.S.02,PHX,SpotNE.10,G.S.02,98.7617098704,10,null
10214,G.S.02_Terminal4N.X1,PHX,G.S.02,Terminal4N.X1,100.3832172035,10,null
10215,A22_Terminal4N.X1,PHX,A22,Terminal4N.X1,173.4258392969,10,null
10216,A24_G.S.03,PHX,A24,G.S.03,175.5773478971,10,null
10217,Terminal4N.X1_G.S.03,PHX,Terminal4N.X1,G.S.03,132.8681772037,10,null
10218,G.S.03_Terminal4N.X2,PHX,G.S.03,Terminal4N.X2,130.7267117637,10,null
10219,G.S.01_G.S.02,PHX,G.S.01,G.S.02,128.0026512003,10,null
10220,A27_Terminal4N.X5,PHX,A27,Terminal4N.X5,192.3523875079,10,null
10221,A25_G.C9.05,PHX,A25,G.C9.05,159.3011094044,10,null
10222,A23_G.C9.04,PHX,A23,G.C9.04,175.0116467301,10,null
10223,A21_G.C9.03,PHX,A21,G.C9.03,166.7303160273,10,null
10224,A19_G.C9.02,PHX,A19,G.C9.02,163.7156667273,10,null
10225,A17_G.C9.01,PHX,A17,G.C9.01,157.4311419506,10,null
10226,G.C9.01_G.C9.02,PHX,G.C9.01,G.C9.02,110.1589265084,10,null
10227,G.C9.02_G.C9.03,PHX,G.C9.02,G.C9.03,106.858701773,10,null
10228,G.C9.03_G.C9.04,PHX,G.C9.03,G.C9.04,111.667404231,10,null
10229,G.C9.04_G.C9.05,PHX,G.C9.04,G.C9.05,113.7760225056,10,null
10230,G.C9.05_Terminal4N.X5,PHX,G.C9.05,Terminal4N.X5,154.4171086104,10,null
10231,A12_Terminal4N.X6,PHX,A12,Terminal4N.X6,164.4361971339,10,null
10232,A10_G.C9.10,PHX,A10,G.C9.10,152.6651463744,10,null
10233,A8_G.C9.09,PHX,A8,G.C9.09,152.8801553365,10,null
10234,A6_G.C9.08,PHX,A6,G.C9.08,154.4587940586,10,null
10235,A4_G.C9.07,PHX,A4,G.C9.07,152.6855109753,10,null
10236,A2_G.C9.06,PHX,A2,G.C9.06,157.1236803074,10,null
10237,G.C9.06_G.C9.07,PHX,G.C9.06,G.C9.07,105.3667817021,10,null
10238,G.C9.07_G.C9.08,PHX,G.C9.07,G.C9.08,107.64007066,10,null
10239,G.C9.08_G.C9.09,PHX,G.C9.08,G.C9.09,112.6984098122,10,null
10240,G.C9.09_G.C9.10,PHX,G.C9.09,G.C9.10,106.2249233404,10,null
10241,G.C9.10_Terminal4N.X6,PHX,G.C9.10,Terminal4N.X6,164.1685969493,10,null
10242,A14_Terminal4N.X15,PHX,A14,Terminal4N.X15,138.8327273549,10,null
10243,A13_Terminal4N.X14,PHX,A13,Terminal4N.X14,157.3558438402,10,null
10244,A11_SpotNE.6,PHX,A11,SpotNE.6,241.8084170496,10,null
10245,A9_Terminal4N.A,PHX,A9,Terminal4N.A,163.3291286054,10,null
10246,A7_G.C10.04,PHX,A7,G.C10.04,167.7052741949,10,null
10247,A5_G.C10.03,PHX,A5,G.C10.03,149.3999476599,10,null
10248,A3_G.C10.02,PHX,A3,G.C10.02,173.2162718785,10,null
10249,A1_G.C10.01,PHX,A1,G.C10.01,154.2412426818,10,null
10250,Terminal4N.A_G.C10.04,PHX,Terminal4N.A,G.C10.04,113.297595584,10,null
10251,G.C10.04_G.C10.03,PHX,G.C10.04,G.C10.03,113.1189168482,10,null
10252,G.C10.03_G.C10.02,PHX,G.C10.03,G.C10.02,110.6314194028,10,null
10253,G.C10.02_G.C10.01,PHX,G.C10.02,G.C10.01,109.7490759696,10,null
10254,B2_G.C10.05,PHX,B2,G.C10.05,161.2274432721,10,null
10255,B4_G.C10.06,PHX,B4,G.C10.06,149.8556271635,10,null
10256,B6_G.C10.07,PHX,B6,G.C10.07,148.2891592803,10,null
10257,B8_G.C10.08,PHX,B8,G.C10.08,150.8176771343,10,null
10258,B10_G.C10.09,PHX,B10,G.C10.09,146.0009063503,10,null
10259,B12_Terminal4N.D,PHX,B12,Terminal4N.D,161.0235805274,10,null
10260,Terminal4N.D_G.C10.09,PHX,Terminal4N.D,G.C10.09,166.8680343058,10,null
10261,G.C10.09_G.C10.08,PHX,G.C10.09,G.C10.08,104.8217288441,10,null
10262,G.C10.08_G.C10.07,PHX,G.C10.08,G.C10.07,97.3155631861,10,null
10263,G.C10.07_G.C10.06,PHX,G.C10.07,G.C10.06,114.001809907,10,null
10264,G.C10.06_G.C10.05,PHX,G.C10.06,G.C10.05,112.8793744461,10,null
10265,B14_Terminal4N.X13,PHX,B14,Terminal4N.X13,136.8670128016,10,null
10266,B13_Terminal4N.X12,PHX,B13,Terminal4N.X12,164.9328407577,10,null
10267,B11_Terminal4N.X7,PHX,B11,Terminal4N.X7,181.1535725432,10,null
10268,B9_G.C11.04,PHX,B9,G.C11.04,154.4370053415,10,null
10269,B7_G.C11.03,PHX,B7,G.C11.03,147.6959646739,10,null
